Complexity metrics,Wed, 17 Apr 2019 18:56:46 EDT,
org.apache.commons.codec.language.MetaphoneTest,1.21,"5,673",41
org.apache.commons.codec.language.Nysiis,4,"3,516",32
org.apache.commons.codec.language.NysiisTest,1.09,"2,905",24
org.apache.commons.codec.language.RefinedSoundex,1.88,871,15
org.apache.commons.codec.language.RefinedSoundexTest,1,"1,225",7
org.apache.commons.codec.language.Soundex,1.83,"1,747",22
org.apache.commons.codec.language.SoundexTest,1.07,"6,758",30
org.apache.commons.codec.language.SoundexUtils,3.33,604,10
org.apache.commons.codec.language.bm.BeiderMorseEncoder,1.22,595,11
org.apache.commons.codec.language.bm.BeiderMorseEncoderTest,1.43,"2,434",30
org.apache.commons.codec.language.bm.CacheSubSequencePerformanceTest,1.71,795,12
org.apache.commons.codec.language.bm.Lang,3.6,"1,567",18
org.apache.commons.codec.language.bm.Lang.LangRule,1,138,2
org.apache.commons.codec.language.bm.LanguageGuessingTest,1,498,3
org.apache.commons.codec.language.bm.Languages,1.32,"1,924",25
org.apache.commons.codec.language.bm.Languages.LanguageSet,2,93,2
org.apache.commons.codec.language.bm.Languages.SomeLanguages,1.78,635,16
org.apache.commons.codec.language.bm.NameType,1,51,2
org.apache.commons.codec.language.bm.PhoneticEngine,3.09,"5,626",34
org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder,2.14,638,15
org.apache.commons.codec.language.bm.PhoneticEngine.RulesApplication,2,648,10
org.apache.commons.codec.language.bm.PhoneticEnginePerformanceTest,2,208,2
org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest,1.8,"4,009",9
org.apache.commons.codec.language.bm.PhoneticEngineTest,1.67,997,5
org.apache.commons.codec.language.bm.ResourceConstants,n/a,36,0
org.apache.commons.codec.language.bm.Rule,2.65,"9,379",82
org.apache.commons.codec.language.bm.Rule.Phoneme,1.36,896,15
org.apache.commons.codec.language.bm.Rule.PhonemeList,1,53,2
org.apache.commons.codec.language.bm.RuleTest,2.75,"3,336",11
org.apache.commons.codec.language.bm.RuleTest.NegativeIntegerBaseMatcher,1,72,2
org.apache.commons.codec.language.bm.RuleType,1,51,2
org.apache.commons.codec.net.BCodec,1.71,999,24
org.apache.commons.codec.net.BCodecTest,1.2,"1,523",12
org.apache.commons.codec.net.PercentCodec,2.6,"2,593",39
org.apache.commons.codec.net.PercentCodecTest,1,"1,740",12
org.apache.commons.codec.net.QCodec,2.31,"2,774",37
org.apache.commons.codec.net.QCodecTest,1.15,"2,163",15
org.apache.commons.codec.net.QuotedPrintableCodec,2.21,"4,370",53
org.apache.commons.codec.net.QuotedPrintableCodecTest,1.09,"3,927",24
org.apache.commons.codec.net.RFC1522Codec,3.67,"1,188",11
org.apache.commons.codec.net.RFC1522CodecTest,1,393,3
org.apache.commons.codec.net.RFC1522CodecTest.RFC1522TestCodec,1,57,3
org.apache.commons.codec.net.URLCodec,2.64,"2,561",37
org.apache.commons.codec.net.URLCodecTest,1.17,"3,605",21
org.apache.commons.codec.net.Utils,1.5,202,3
org.apache.commons.codec.net.UtilsTest,1,10,1
,,,
Package,v(G)avg,v(G)tot,
org.apache.commons.codec,1.29,63,
org.apache.commons.codec.binary,1.89,766,
org.apache.commons.codec.cli,2.6,26,
org.apache.commons.codec.digest,1.37,536,
org.apache.commons.codec.language,2.38,968,
org.apache.commons.codec.language.bm,2.03,304,
org.apache.commons.codec.net,1.95,332,
,,,
Module,LOC,v(G)avg,v(G)tot
commons-codec,"43,292",1.89,"2,995"
,,,
FileType,LOC,,
HTML,285,,
Java,"32,916",,
Text,"8,086",,
XML,"1,976",,
YAML,29,,
,,,
Project,LOC,v(G)avg,v(G)tot
project,"43,292",1.89,"2,995"
,,,
,,,
MI,65.42703334,,
